,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
1756608,2551136,1691872,1947456,2316384,2852192,3923696,2959040,1648192,1386672,2208640
1760080,2118144,2481024,2316720,2932608,2426816,1939056,1551200,2373056,4080384,1361248
1761088,1531600,1471456,3952144,2118144,2928688,1999312,1509984,3953824,2492784,3127824
1763776,1574272,2195200,1940736,2414832,2158688,2272816,2420992,2457280,3287648,2888928
1765344,1622208,2574992,1487920,2850960,3901632,1568112,2408896,1648752,2842336,3182032
1768144,2940560,3700368,1682240,2546432,3555216,1396192,1762880,1601376,2917600,3554208
1769936,4193952,1632064,2410800,2331840,3106432,2603104,1524656,2680720,2002784,3083472
1772064,1917440,2119264,3195920,2086112,2249520,1622320,1717744,2571520,2318176,2243472
1773520,1602832,2110528,3424064,1859760,1886416,2929696,2515632,2706032,3713584,1399552
1773856,1121568,2110304,1683696,2566592,3922016,2286032,1772736,1662976,2304400,2305296
1777440,2081408,2532768,1686944,1902432,2547104,1685600,2378320,1489040,1775648,1520064
1782928,4195744,2900576,2153088,3107664,1597904,3931648,3071040,2249856,2447088,1622992
1784384,2873472,2558080,1350720,1858864,1766912,1857072,1565536,2948512,2139760,2555056
1785728,1394064,3171280,1856288,1995728,3604272,1690080,3097472,1371104,2451232,1458576
1788416,1124256,2119488,2154768,1609216,1701392,1564976,2085216,2862160,1544816,2716224
1789536,2759680,1681344,1904336,3409392,1685936,2039520,1534848,2479792,4067728,1684592
1790656,1650992,2319632,1428560,3951136,3364032,2557968,2690912,2049936,2021600,2603664
1791440,2027536,2460864,2067520,2116912,1667568,2446416,3353280,2122960,2360064,2144240
1792112,4028640,1687504,1684256,1432704,1387904,2336208,2160928,1626128,2800336,1401568
1792560,1698032,1703632,3131408,2816688,1666224,1124480,2154656,2290512,4026960,2842448
1796592,2367456,2189040,3699584,1131872,2042768,2528400,4062240,1382640,3411072,1576400
1797824,1622208,3300304,1477280,3172736,3148768,1531600,1569568,2554944,2544192,2386048
1799392,1370320,1725696,2418528,2709616,2110192,4029424,2953440,1822688,1856288,1547728
1800848,1921024,3171280,2601424,3172736,1531600,1671936,3934896,1537760,1969856,2386048
1801520,1534624,2049824,1935024,1122576,1666896,1120336,1132320,1693216,1682688,1667120
1805552,1571024,2278864,2353568,1700384,1377824,1384880,2070656,1683696,2444176,2257472
1807456,2481136,1531600,2910992,3193120,2017680,1685152,1672608,1681680,2449216,2227680
1810144,2061920,1822688,2336432,2426368,2411696,3554320,2360736,1772736,3555888,2075360
1811824,2845248,1610448,2476320,1687504,1120336,1361024,1639680,1351952,2028656,1481648
1811936,3285408,1376592,1554000,2570624,3831296,1932112,2705808,1694896,1418928,3943856
1812608,1765904,3726576,1781472,1358448,1829520,3967264,2307312,1574048,2051728,2160928
1815520,1414672,2484944,2168992,1683808,3092096,1386784,2221184,1562512,2118256,2321312
1816192,2181536,1675296,1366400,2026864,2713200,1563856,1736224,2876272,2885904,3375008
1817872,2060240,2108176,2853760,2118592,3193120,1843632,1124816,3194016,2017680,1363040
1819328,1766912,2034368,3148992,4044880,2705584,2880752,2551920,2285808,1569792,1996624
1819888,3945648,1603504,2433984,2061248,1771616,4036592,3775744,2158912,3469984,3193120
1822240,4164608,3561264,2119488,1384992,1782704,1432480,2183216,2424912,2085104,2033024
1823472,1598352,1885184,2117136,3356864,1622320,1605072,3523072,3128272,2413264,2242240
1823808,1687616,2916592,2109072,3353168,1561616,1402352,2956912,1709680,1434608,2699200
1828512,2373056,4125632,1700160,2182432,3725344,1611008,4088560,2533776,1968400,1648192
1829744,1629712,2766176,2549232,3922016,2842560,2563120,2241904,2772000,2550688,1740928
1830192,2154992,1972544,3483312,2049824,1617392,2319632,2824416,2556624,1991696,1527120
1833440,1762656,1939056,3419136,1924384,2419648,3952144,2407888,2221296,2111200,3554432
1835344,2788576,1538320,2963744,1434832,1885408,2906848,2460640,3478832,2092272,3922016
1836352,2027872,1907024,2061696,1373008,2333408,4127424,1991584,1545488,2532208,2543184
1837136,1428896,1471008,3655680,1688736,4064480,2940000,2464448,2563008,2420768,3410624
1837808,2098096,2019248,1755936,1375248,1369648,2366560,2812320,1485568,1728272,2046016
1839040,1531264,2276064,1597904,2273936,2111424,1758736,1398656,2098096,1726144,1681792
1842624,3346336,1776880,2452576,3744832,3788624,1758960,1383872,1755936,1964480,3644368
1845536,1648976,1723120,2042096,2508800,2172912,1626912,2915808,4194288,1682800,2947056
1847104,1935808,2273712,2019136,2088688,1927408,1933344,1752128,2191280,2708160,2120944
1849008,3099488,2181760,1419488,1126496,2285808,2289952,1635424,2153088,3310160,1388576
1853376,1618288,2932608,2851072,1773968,2532768,2140656,1676528,3154368,3310160,3410624
1853712,4044880,2027536,4164496,2601872,3576720,3070704,1635200,3743152,3555888,1683024
1856848,2391984,2769984,2398032,1927408,1428336,1682576,1371104,2638720,1566208,1537760
1858976,2209872,1617392,1564976,2824528,2152864,1965712,2703792,3129728,3154704,1405040
1867040,4067728,1865360,2691808,3948448,2245488,3490256,3131632,3979024,3560368,1449952
1867488,3063536,1969184,1773296,3358432,1489040,1683808,1377824,4104800,2290848,2825536
1871744,2699200,4007584,3184496,2105824,2493344,1814176,2861040,2181536,1508416,2889712
1873088,2438128,3604496,1729280,3424176,1860992,3063984,2110528,3131744,2121392,2511712
1880368,2181536,4125632,2026864,2564688,2329376,1783936,3727136,3150784,4030320,1736224
1881488,1732640,1580768,1690752,1542912,1384880,2086336,1135792,2278864,2083536,2192960
1882608,2061696,1966160,1445136,1413776,1125376,1622096,1674064,2942240,1385776,1576512
1891008,1687392,3783808,2468816,2372048,1859760,2336544,1368752,1781136,1361024,2873920
1891792,2881536,3068352,2336544,1781696,1777328,2155888,2046352,2019920,1729392,1573040
1893920,1687392,3783808,1859760,1392944,1781136,2372048,2342816,1126720,2079616,2474304
1894592,1414672,2572528,3359776,1728832,2168992,3920112,2304400,2321312,1365952,2960272
1894704,3713472,2157792,2160032,1755152,1464848,1423072,2424800,2809184,3310720,2336992
1894816,3151008,1993824,2192960,1490048,1559152,3554432,2809184,2073568,2511376,2445968
1901424,1700048,2097536,1570128,1685040,2224432,2931040,1431920,1548624,2579024,2139984
1901760,2219168,1762544,1531264,2146032,2113888,1702736,2067408,2708160,1906016,2305072
1902544,3063536,1969184,3928624,1489040,1717856,2715776,2335200,1548960,2240448,1775872
1905120,2402848,2214800,2946608,1924944,2095296,1729056,2224768,2140208,2514848,2151856
1905792,3554208,2154880,1685824,2769200,2427376,1671376,1773296,3070368,1682016,2192064
1908704,1527008,1497328,1932000,1648976,2314144,1690864,3082912,2337104,1487920,2042096
1908816,2437568,2851520,1469216,2249632,2601872,2940112,2154768,1386672,1734544,2109744
1910384,3300304,3184496,1425536,2367792,3171280,2288496,2764048,1971648,2257920,1129296
1911056,1580768,1384880,1377824,2086224,3175760,2511376,2825536,2353568,1490048,2618336
1914080,2407776,1410752,1718528,3129840,1542800,2360064,2426816,1400224,1515808,1382752
1916096,2192960,2398032,1524656,2154768,1964928,1469216,2122736,1677872,1537760,2845808
1917104,2142560,1676528,1379056,2305072,2113888,1367632,3375232,2438912,2223760,2574992
1919568,1129296,2405872,2223648,2014880,1551200,1744288,2886352,1728720,2155440,2234736
1926288,2285808,2426816,1687616,1599136,1235808,1492176,3164224,2699200,2299920,1497328
1926736,2045568,2566704,2889712,2958592,2888368,1939056,2177168,1857968,1396192,2257248
1927072,3092096,2850848,1381968,1120896,3918768,2055200,2241232,3678080,1487920,2432864
1929088,2119264,1452752,2928240,1599248,1627584,2548112,2097536,1687168,4126976,2506224
1932448,2186016,3128048,3784816,3063536,3150112,2544192,1548960,2514736,2086336,2067072
1933904,1771616,2110528,3066224,1697808,3063536,3140256,2043664,2048928,3358544,2209424
1934912,1776880,2415616,2224320,1681792,2566704,1599136,2452576,3509632,2116912,1886976
1937264,2041872,3698576,3098368,1839040,3933216,3524304,2398816,1703632,1645728,2058448
1939504,2034368,1622096,2314816,2889936,1369088,1675072,1363264,2397136,1753136,4049360
1943312,1563744,3464832,1687392,2308432,2192064,1767584,1140272,2475200,2511824,1739024
1943648,3092096,2563008,2376976,1681344,2932272,3097360,3407936,2520112,3063536,1925056
1943760,1396192,2186240,1132096,2709616,3555216,2929696,1822688,1361024,2690240,2110192
1944208,1622208,3181920,3300304,3556448,1667568,2261952,2076368,2460864,2144240,1394064
1946224,1857072,2896432,1965712,2429952,1596672,1135792,1548624,2944032,1605072,2555056
1947792,1366960,2169776,1618288,2041872,2414160,2344720,2058448,2818256,2209424,2320304
1948016,1599136,2888368,3554096,3743264,2475760,2140096,2140656,1547840,3154368,1933568
1949360,3490928,2335872,1133216,1520288,1666784,1387904,2019696,1373904,2073344,1751232
1950256,3285408,2705808,1694896,2290848,3948448,2764496,2070544,1766912,2118256,1429904
1955856,2110528,1697808,1492400,1789088,3862544,3492160,1908032,2436784,2882768,4164832
1957536,3092096,2022384,1561616,2493344,1592416,1722896,2394112,2941456,1497328,2691920
1959328,1414000,2888592,1450064,1776880,1765232,3406816,2377424,3430672,1636320,2019920
1961680,2142784,2151856,1784272,3469984,2181424,1771616,2362416,1829184,2181760,4167744
1963248,1690192,1519616,3967264,2209536,2873360,1900528,3064208,2898112,2051616,1509424
1964368,3700144,1992704,1976912,3357200,1645728,2284912,2520896,1885184,2367008,4012176
1971088,1929312,1949920,2515632,1996512,1121120,1794016,2830128,3371872,2073344,1777440
1971648,1416464,1542800,4063136,3367616,1639680,1449392,3310944,1827840,2404528,2713200
1972880,1688960,2565024,2685648,3155488,2412928,2601424,4164608,3084928,3309600,3659040
1972992,2534448,1524432,4158224,3953824,1917104,2421216,2929696,1137248,2928688,1997632
1976016,2055984,1673952,1685712,1692880,1916320,2914912,2438128,2219952,2816352,1761760
1977248,1965712,2319632,1623216,1922144,1989568,2544976,1630160,2243360,2154992,2603664
1977472,2433984,1771616,4036592,2889376,1424416,1142176,3469536,2165968,2398144,1717856
1979264,1551200,2045568,3554096,2425696,1729280,2574208,1394848,2271472,3456320,1599136
1980608,1697808,2402848,1717856,1771616,2000880,2506112,1902656,1424416,2433984,1489040
1981056,3366496,1625344,1865360,1683360,1429568,1977248,1636320,1557360,2030000,2000992
1983408,1935808,1471008,2725856,2533776,1933344,2708160,2118032,3931984,1701056,2438912
1986880,2337664,2165968,1142176,2551920,2368240,4049024,4045216,2209648,2034368,2308768
1988448,1600368,3141712,2555056,1621984,2302944,1376480,3744720,2305520,1387120,2522688
1988672,2181536,1694112,1425088,1499232,1917888,1677984,1424528,1714160,2947056,2638160
1989008,1648304,2757888,3456320,2443504,1463952,3374000,1355088,1861552,2166080,1934800
1989120,2910096,2375520,2419760,1827616,1589728,1618288,2889712,2448432,2582720,2154656
1993264,1650992,1971312,1927520,2105376,2139760,3285408,1932112,3974208,2705808,1673616
1994160,1571360,2067072,2181760,1379056,1548960,2795744,1969184,1700384,1648528,2086336
1994608,2027536,1635200,1708336,2451008,3456880,3199728,2137632,2305072,2061920,2157568
1996512,2566928,1489600,3478832,1688624,1729392,2724736,2040528,1746304,2050272,1745968
1997632,1600368,1376480,2555056,1445360,1618736,1872976,1629712,2715664,2823632,1788080
1998192,3129952,1672608,1632064,3107664,1720992,2269904,2873360,1675184,2252096,1606528
1998976,3788624,2927904,2154656,2566592,1758624,3083472,2861712,1568112,3556448,2578016
1999088,2396688,2698416,1135680,1692880,1901088,1992368,2818704,3784368,1640352,3555888
2000656,3783808,1687392,1918448,2066176,1570912,2468816,2337664,3193904,2873920,3083472
2002336,4044880,1386672,2955344,1126496,3483648,4164496,1729168,1400336,2437568,1553216
2006704,1908928,3560816,2450560,4127200,2703792,1517488,2304512,2281328,2928240,1618400
2008272,1449168,3952928,3722656,2770432,2074352,2027536,3083472,2144240,2543184,2807952
2010848,1995392,3949008,1632064,1773296,1766352,1444800,2377984,1383872,1918784,1534624
2012528,1970080,1814176,2142784,3298288,1648304,1718528,2188592,2166752,4083072,2412032
2014880,1531600,2448768,3912944,1624560,2455040,2045568,1683808,2570736,2853760,2846592
2020816,3082912,1905680,2842336,1567104,1531264,2792944,2562336,2880752,1127840,2350320
2021600,3068352,2347744,2290176,1125824,1673728,1750224,1636320,2839984,1414000,2106384
2022048,3092096,1381968,3922464,1139936,1610000,1471008,3495184,1128624,4150048,2210096
2022832,2534448,3490592,2837856,3930080,2421216,2257472,2137184,3681440,2544192,2028656
2025520,1566208,1690416,3064096,1531264,3375232,2558304,2708160,2170112,1351168,2800224
2033808,2851520,1377824,3741808,3175760,1677872,2940112,2534448,1379056,2249632,1469216
2034704,1413664,1569568,2852192,1130192,1969856,1703520,1622208,1377824,1685488,2641744
2037056,1650992,2896544,1429792,1666784,2927456,2336656,2928240,2441264,4126976,2566704
2037504,1962688,1694000,1370320,3931984,1907920,1729392,1705872,1856288,2842448,3424176
2037728,3483312,1554112,4176480,2106272,2304512,1599808,1617392,1930320,3925376,2227568
2039296,1126608,1120896,3741808,3469760,1379056,2192960,2534448,3175760,1926512,1358000
2040528,2337664,4067728,1363152,1686160,2080064,3423840,1885968,1775872,2812320,3098816
2041872,1568112,1519952,3353168,2055984,2300256,1684592,2935856,1865696,2230256,2935744
2043664,2018576,1131760,1428336,2113776,2115792,3065104,1677872,3723104,1759072,2451344
2043888,2168992,3332112,1815184,2954784,2845472,1386784,2958704,1755488,2910992,1683808
2044560,3967264,2431408,4201232,3604832,2224208,1373904,1374464,1537760,1133216,2718016
2047472,1648192,1671152,2873360,2377984,2920736,2181760,3311056,2699648,2901472,1921248
2050384,2338784,1862672,3554320,3406816,2952208,2290176,4150720,2140880,2578576,3864560
2052400,2306192,2691920,3930080,1609216,1392048,2373056,2948400,2492000,2330272,1762656
2053184,2402624,1681344,2115792,1413104,2148496,2511824,2412480,3741808,2407552,4063248
2053408,2049824,1933120,1682576,3151008,3554320,2159808,2004240,2451344,2809184,3373664
2054528,2081408,3562720,2067520,3083472,2130352,3099040,1685376,2943584,1684032,2074352
2055536,1571024,2000880,2411808,3310944,1804096,3742144,2816576,2704128,1940512,1424528
2055984,1688176,1568112,1955184,2405872,2308432,3108000,2706368,1693104,1684592,3179008
2056320,1532384,2243472,4135824,3418576,1492512,2886464,3331664,1918448,1962688,1431920
2056432,2076368,2307312,2305072,2894192,1635200,3292464,2027536,1745856,1621200,1770608
2057552,2147712,2564464,2839424,1684928,1703632,3948896,1828848,2943920,3292464,2234736
2058560,1781696,1414000,2242240,2515072,1573040,2943360,1635648,2336544,1750224,3557680
2060912,1432592,2873024,2307312,1357664,1563632,1829520,2279872,2303504,1708336,2411360
2061136,2558304,2637712,3064096,1995728,2574208,2224320,1887424,1531264,2933280,2086000
2061808,3129728,4028640,2122960,2474304,1361024,2824528,2703792,1617392,2261168,2340912
2068416,2167088,1726144,1772736,3346336,2413264,3558240,2844912,3621632,2900576,1600480
2071216,2821392,2847152,2139424,3063536,3678080,2388400,3408608,1385776,2021040,2232496
2076144,2451344,2511824,2474304,1132096,3722992,3483312,2933504,1415456,3974096,2407552
2076368,1672048,2319520,3784368,1384992,2119152,3555888,1420720,2437568,1782704,2466912
2076704,2079728,2414048,1904336,3741808,2181760,2167200,1955184,1629712,1417696,3095904
2077600,1998416,2919168,1430016,3979024,2301488,4035248,3188976,2367680,2290848,2365216
2077936,1704864,1677984,1885968,1827840,3561152,2705584,2232496,1598016,2034368,3603712
2079728,1632064,2957248,1633744,3107664,2873360,2845248,1885408,2333968,2307648,3783696
2080176,1419040,2164848,3560928,1831760,3469984,2842336,1829184,4135824,2109296,2944592
2081520,2122960,3129728,1411984,1549072,1609776,1777216,2801904,3193904,2474304,3456320
2084096,2042768,2073904,2548112,1992032,2165968,1552544,2824864,1684032,1750224,1885072
2088128,3967264,1373904,2431408,3604832,1133216,1374464,1961680,2028320,1445136,3490928
2092496,2789024,3658816,3931984,1596896,1803424,2511712,2959264,2871232,1515584,1971200
2095184,2876272,1135568,2159584,1731968,1523088,1992032,2240336,2460640,1940512,1580992
2097200,1520064,2226784,1777888,1622208,1605856,1799616,2208864,1927408,1416912,1676528
2100112,1597904,2571520,1398656,2481136,1932448,2508016,2492112,1573264,2366560,1755936
2103136,1128960,3562384,2565024,2319632,2118256,1663088,1142176,2842560,1662192,3698464
2110416,1968400,1137360,1921248,1431360,1445360,2941120,3744720,1700160,1729952,1648192
2118592,1905232,1922592,3492160,1135568,1135456,1685824,3973872,1728944,1769824,1924944
2120832,1648192,1671152,1777888,1373568,2920736,1593424,2226784,1673952,1674064,3185840
2126544,1696016,3408608,2847152,2821392,1729056,2039520,1120784,1543136,1548288,1623328
2128112,1774304,2305072,2142560,2098096,2219168,2033808,1547840,2459632,1856960,1364496
2128336,3129728,2121392,2467136,1681456,2300032,2900352,2703792,2418528,3560816,1731408
2129680,1962688,1397200,3931984,1727936,1849904,2944592,3358544,1370320,1518048,2035152
2131696,1471008,3949008,2847152,2716560,1742832,1766352,2896544,1509424,2409792,1667120
2132704,2285808,1560384,1372672,1708336,1728832,1377936,1581216,4044880,1724352,3070704
2134496,1766912,1927520,1569792,2303392,2753520,1948800,1932112,1140384,4011952,1765344
